gps_tow(sec), total_sv, prn, pseudorange(m), snr(dB-Hz), el(deg), az(deg), err_tropo(m), err_iono(m), sat_clk_err(m), sat_pos_x(m), sat_pos_y(m), sat_pos_z(m)
311326, 9, 99, 37710830.8230,24.00,58.69,247.48, 2.81, 1.70, -53426.16,   630667.7350, 41607290.1477,  7562239.9455
311327,10,  1, 21117959.0010,37.00,74.61, 57.32, 2.48, 1.54,  -7896.29,-13448734.4724, 18945046.3502, 12465852.5554
311327,10,  7, 21399552.2570,41.00,61.99,217.91, 2.71, 1.65,  73033.26, -5069092.7864, 25741893.6711,  2253678.8039
311327,10,  9, 26036893.2120,26.00, 5.01,200.55,23.48, 4.54, 149169.65,  1131496.3511, 19021055.5165,-18536595.9094
311327,10, 11, 21573099.3500,32.00,62.52, 21.08, 2.70, 1.65,-220437.87,-11005516.9738, 16231390.6341, 17413273.8929
311327,10, 17, 24602412.7910,14.00,22.62,273.11, 6.18, 3.08, -38026.09, 14181481.8355, 21562466.2596,  6954082.0394
311327,10, 89, 37302997.9280,28.00,65.12,190.12, 2.64, 1.61, -54022.19,-14796404.7930, 39486898.9079,  1007455.0443
311327,10, 93, 36845351.4670,19.00,74.45,110.43, 2.48, 1.54, -88312.43,-24229027.5902, 31971932.2246, 12411683.7302
311327,10, 94, 36999109.7670,23.00,75.66,305.24, 2.47, 1.53,  44302.47, -8215501.8816, 36103514.4723, 20462688.0055
311327,10, 96, 36844835.9000,22.00,74.88,340.82, 2.48, 1.53,   5076.12,-11376010.4455, 32830756.8112, 23756687.2756
311327,10, 99, 37710890.7120,21.00,58.69,247.49, 2.80, 1.70, -53426.17,   631945.2801, 41606819.6652,  7564716.0776
311328,10,  1, 21118167.3740,38.00,74.61, 57.29, 2.49, 1.54,  -7896.29,-13448574.1627, 18943423.6535, 12468490.7271
311328,10,  7, 21399869.3630,42.00,61.98,217.90, 2.71, 1.65,  73033.26, -5069470.6445, 25742069.4510,  2250493.6548
311328,10,  9, 26037249.6680,27.00, 5.01,200.54,23.54, 4.54, 149169.65,  1129664.4538, 19019576.3185,-18538229.5110
311328,10, 11, 21573440.4660,31.00,62.51, 21.09, 2.70, 1.65,-220437.88,-11006180.1171, 16229133.9168, 17414892.8379
311328,10, 17, 24602251.4460,11.00,22.62,273.12, 6.19, 3.08, -38026.08, 14180774.9500, 21561997.9762,  6957132.3722
311328,10, 89, 37303068.1300,32.00,65.12,190.12, 2.64, 1.61, -54022.16,-14796403.7582, 39486900.6286,  1007494.5050
311328,10, 93, 36845417.2360,18.00,74.45,110.44, 2.49, 1.54, -88312.44,-24228670.8868, 31973074.4786, 12409394.1097
311328,10, 94, 36999253.4350,20.00,75.66,305.25, 2.47, 1.53,  44302.48, -8214411.1093, 36102549.9563, 20464825.8372
311328,10, 96, 36844817.7870,22.00,74.88,340.82, 2.48, 1.53,   5076.11,-11376125.9212, 32831961.4733, 23754941.6057
311328,10, 99, 37710950.7930,22.00,58.69,247.50, 2.80, 1.70, -53426.17,   633222.7571, 41606348.9985,  7567192.1692
311329,10,  1, 21118376.1660,30.00,74.60, 57.27, 2.49, 1.54,  -7896.29,-13448413.8688, 18941800.6221, 12471128.6275
311329,10,  7, 21400187.5850,43.00,61.97,217.89, 2.72, 1.65,  73033.26, -5069848.3932, 25742244.8609,  2247308.4566
311329,10,  9, 26037606.9960,26.00, 5.01,200.54,23.58, 4.54, 149169.66,  1127832.3229, 19018097.0853,-18539862.7193
311329,10, 11, 21573782.0890,34.00,62.51, 21.09, 2.70, 1.65,-220437.88,-11006843.4044, 16226877.0248, 17416511.3977
311329,10, 17, 24602091.0790,11.00,22.63,273.13, 6.20, 3.08, -38026.08, 14180067.7750, 21561529.4605,  6960182.5604
311329,10, 89, 37303138.0360,35.00,65.12,190.12, 2.64, 1.61, -54022.14,-14796402.7232, 39486902.3494,  1007533.9602
311329,10, 93, 36845482.4650,20.00,74.45,110.46, 2.49, 1.54, -88312.44,-24228314.0152, 31974216.6784, 12407104.4224
311329,10, 94, 36999399.1270,17.00,75.66,305.26, 2.48, 1.53,  44302.49, -8213320.4781, 36101585.2832, 20466963.5611
311329,10, 96, 36844805.2220,23.00,74.89,340.81, 2.49, 1.53,   5076.11,-11376241.2215, 32833166.1513, 23753195.8084
311329,10, 99, 37711009.8620,24.00,58.69,247.51, 2.81, 1.70, -53426.18,   634500.1654, 41605878.1475,  7569668.2209
311330,10,  1, 21118588.3610,36.00,74.59, 57.24, 2.49, 1.54,  -7896.29,-13448253.5907, 18940177.2563, 12473766.2567
311330,10,  7, 21400505.7900,44.00,61.97,217.87, 2.72, 1.65,  73033.25, -5070226.0321, 25742419.9008,  2244123.2101
311330,10,  9, 26037982.5940,27.00, 5.01,200.53,23.57, 4.54, 149169.66,  1125999.9582, 19016617.8170,-18541495.5341
311330,10, 11, 21574122.3160,36.00,62.50, 21.09, 2.70, 1.65,-220437.88,-11007506.8362, 16224619.9572, 17418129.5726
311330,10, 17, 24601931.9850,11.00,22.63,273.14, 6.19, 3.08, -38026.08, 14179360.3116, 21561060.7124,  6963232.6027
311330,10, 89, 37303207.7840,35.00,65.12,190.12, 2.64, 1.61, -54022.12,-14796401.6881, 39486904.0703,  1007573.4102
311330,10, 93, 36845542.7210,21.00,74.45,110.47, 2.49, 1.54, -88312.45,-24227956.9754, 31975358.8241, 12404814.6683
311330,10, 94, 36999543.0740,20.00,75.65,305.27, 2.48, 1.53,  44302.49, -8212229.9881, 36100620.4529, 20469101.1773
311330,10, 96, 36844786.9170,29.00,74.89,340.80, 2.48, 1.53,   5076.10,-11376356.3452, 32834370.8452, 23751449.8846
311330,10, 99, 37711069.7520,23.00,58.69,247.52, 2.81, 1.70, -53426.19,   635777.5051, 41605407.1122,  7572144.2327
311331,10,  1, 21118794.8840,36.00,74.59, 57.22, 2.49, 1.54,  -7896.30,-13448093.3285, 18938553.5558, 12476403.6146
311331,10,  7, 21400823.7150,43.00,61.96,217.86, 2.72, 1.65,  73033.25, -5070603.5624, 25742594.5707,  2240937.9138
311331,10,  9, 26038352.1900,26.00, 5.00,200.53,23.58, 4.54, 149169.66,  1124167.3607, 19015138.5140,-18543127.9551
311331,10, 11, 21574464.2360,29.00,62.49, 21.10, 2.70, 1.65,-220437.88,-11008170.4126, 16222362.7142, 17419747.3625
311331,10, 17, 24601771.9660,11.00,22.63,273.15, 6.19, 3.08, -38026.08, 14178652.5593, 21560591.7321,  6966282.4995
311331,10, 89, 37303278.0910,35.00,65.12,190.12, 2.64, 1.61, -54022.10,-14796400.6528, 39486905.7913,  1007612.8548
311331,10, 93, 36845605.6990,23.00,74.45,110.49, 2.49, 1.54, -88312.45,-24227599.7675, 31976500.9156, 12402524.8475
311331,10, 94, 36999688.3120,23.00,75.65,305.28, 2.47, 1.53,  44302.50, -8211139.6392, 36099655.4655, 20471238.6857
311331,10, 96, 36844769.8160,28.00,74.89,340.80, 2.48, 1.53,   5076.09,-11376471.2929, 32835575.5549, 23749703.8338
311331,10, 99, 37711132.0140,22.00,58.69,247.53, 2.81, 1.70, -53426.19,   637054.7761, 41604935.8927,  7574620.2047
311332, 8,  1, 21119004.9320,36.00,74.58, 57.20, 2.49, 1.54,  -7896.30,-13447933.0824, 18936929.5203, 12479040.7018
311332, 8,  7, 21401141.8680,43.00,61.95,217.85, 2.71, 1.65,  73033.25, -5070980.9829, 25742768.8705,  2237752.5693
311332, 8, 11, 21574803.8000,36.00,62.48, 21.10, 2.70, 1.65,-220437.88,-11008834.1339, 16220105.2951, 17421364.7679
311332, 8, 17, 24601614.6530,12.00,22.63,273.15, 6.19, 3.08, -38026.08, 14177944.5179, 21560122.5195,  6969332.2509
311332, 8, 89, 37303348.2930,34.00,65.12,190.12, 2.64, 1.61, -54022.08,-14796399.6173, 39486907.5124,  1007652.2940
311332, 8, 93, 36845667.8040,25.00,74.45,110.50, 2.49, 1.54, -88312.45,-24227242.3920, 31977642.9527, 12400234.9593
311332, 8, 96, 36844752.7500,27.00,74.89,340.79, 2.48, 1.53,   5076.08,-11376586.0646, 32836780.2804, 23747957.6561
311332, 8, 99, 37711192.3920,24.00,58.69,247.53, 2.80, 1.70, -53426.20,   638331.9783, 41604464.4889,  7577096.1367
311333,11,  1, 21119214.5790,37.00,74.58, 57.17, 2.49, 1.54,  -7896.30,-13447772.8520, 18935305.1509, 12481677.5169
311333,11,  7, 21401459.7230,45.00,61.95,217.84, 2.72, 1.65,  73033.25, -5071358.2948, 25742942.8001,  2234567.1753
311333,11,  9, 26039085.2910,26.00, 5.00,200.51,23.62, 4.54, 149169.66,  1120501.4633, 19012179.8023,-18546391.6176
311333,11, 11, 21575149.9250,40.00,62.47, 21.11, 2.71, 1.65,-220437.88,-11009497.9993, 16217847.7014, 17422981.7879
311333,11, 17, 24601455.9950,13.00,22.64,273.16, 6.20, 3.08, -38026.08, 14177236.1869, 21559653.0750,  6972381.8574
311333,11, 30, 21714895.6130,24.00,59.39,277.02, 2.79, 1.69,  32301.74,   587203.9347, 24352519.2666, 10406164.4912
311333,11, 89, 37303418.6000,35.00,65.12,190.12, 2.65, 1.61, -54022.05,-14796398.5817, 39486909.2336,  1007691.7279
311333,11, 93, 36845730.6600,26.00,74.45,110.52, 2.49, 1.54, -88312.46,-24226884.8478, 31978784.9357, 12397945.0049
311333,11, 94, 36999979.3820,28.00,75.65,305.30, 2.48, 1.53,  44302.51, -8208959.3651, 36097725.0194, 20475513.3791
311333,11, 96, 36844736.8000,26.00,74.90,340.78, 2.49, 1.53,   5076.07,-11376700.6609, 32837985.0219, 23746211.3510
311333,11, 99, 37711252.7170,23.00,58.69,247.54, 2.81, 1.70, -53426.21,   639609.1118, 41603992.9009,  7579572.0288
311334,11,  1, 21119423.4060,31.00,74.57, 57.15, 2.49, 1.54,  -7896.30,-13447612.6376, 18933680.4470, 12484314.0605
311334,11,  7, 21401777.8580,43.00,61.94,217.82, 2.72, 1.65,  73033.24, -5071735.4971, 25743116.3598,  2231381.7332
311334,11,  9, 26039454.3280,26.00, 4.99,200.51,23.62, 4.54, 149169.66,  1118668.1643, 19010700.3941,-18548022.8585
311334,11, 11, 21575491.0590,35.00,62.47, 21.11, 2.71, 1.65,-220437.89,-11010162.0092, 16215589.9324, 17424598.4228
311334,11, 17, 24601296.3080,11.00,22.64,273.17, 6.20, 3.08, -38026.08, 14176527.5675, 21559183.3982,  6975431.3177
311334,11, 30, 21714891.9660,30.00,59.39,277.01, 2.79, 1.69,  32301.74,   586536.1003, 24353706.8524, 10403407.2366
311334,11, 89, 37303488.8550,35.00,65.12,190.12, 2.64, 1.61, -54022.03,-14796397.5460, 39486910.9548,  1007731.1564
311334,11, 93, 36845793.7950,27.00,74.44,110.53, 2.49, 1.54, -88312.46,-24226527.1355, 31979926.8645, 12395654.9838
311334,11, 94, 37000123.7820,33.00,75.64,305.31, 2.48, 1.53,  44302.52, -8207869.4399, 36096759.5607, 20477650.5642
311334,11, 96, 36844720.4670,26.00,74.90,340.78, 2.49, 1.53,   5076.06,-11376815.0805, 32839189.7791, 23744464.9193
311334,11, 99, 37711312.5710,23.00,58.69,247.55, 2.81, 1.70, -53426.21,   640886.1762, 41603521.1285,  7582047.8816
311335,10,  1, 21119629.1960,32.00,74.56, 57.12, 2.49, 1.54,  -7896.30,-13447452.4392, 18932055.4087, 12486950.3326
311335,10,  7, 21402096.2030,40.00,61.93,217.81, 2.72, 1.65,  73033.24, -5072112.5909, 25743289.5492,  2228196.2416
311335,10,  9, 26039824.5870,26.00, 4.99,200.50,23.63, 4.54, 149169.66,  1116834.6317, 19009220.9511,-18549653.7058
311335,10, 11, 21575833.5370,33.00,62.46, 21.11, 2.71, 1.65,-220437.89,-11010826.1638, 16213331.9882, 17426214.6726
311335,10, 17, 24601136.9530,12.00,22.64,273.18, 6.19, 3.08, -38026.07, 14175818.6590, 21558713.4894,  6978480.6324
311335,10, 30, 21714892.3850,25.00,59.39,276.99, 2.79, 1.69,  32301.74,   585868.4296, 24354894.1427, 10400649.7588
311335,10, 89, 37303559.1270,35.00,65.12,190.12, 2.64, 1.61, -54022.01,-14796396.5101, 39486912.6761,  1007770.5796
311335,10, 93, 36845854.9230,26.00,74.44,110.55, 2.49, 1.54, -88312.47,-24226169.2550, 31981068.7389, 12393364.8959
311335,10, 96, 36844700.5730,24.00,74.90,340.77, 2.49, 1.53,   5076.06,-11376929.3242, 32840394.5520, 23742718.3608
311335,10, 99, 37711371.1870,23.00,58.69,247.56, 2.81, 1.70, -53426.22,   642163.1721, 41603049.1720,  7584523.6938
311336,11,  1, 21119841.9840,29.00,74.56, 57.10, 2.49, 1.54,  -7896.30,-13447292.2570, 18930430.0360, 12489586.3331
311336,11,  7, 21402415.1750,43.00,61.92,217.80, 2.72, 1.65,  73033.24, -5072489.5752, 25743462.3685,  2225010.7021
311336,11,  9, 26040195.9970,25.00, 4.99,200.50,23.64, 4.54, 149169.66,  1115000.8655, 19007741.4733,-18551284.1596
311336,11, 11, 21576175.3170,36.00,62.45, 21.12, 2.71, 1.65,-220437.89,-11011490.4629, 16211073.8689, 17427830.5374
311336,11, 17, 24600977.1090,12.00,22.65,273.18, 6.19, 3.08, -38026.07, 14175109.4614, 21558243.3485,  6981529.8013
311336,11, 30, 21714888.9130,26.00,59.39,276.98, 2.79, 1.69,  32301.74,   585200.9226, 24356081.1377, 10397892.0579
311336,11, 88, 38281426.6110,27.00,47.08,236.50, 3.27, 1.96, -57977.38,  4359735.7260, 41951153.6850,  -185457.9380
311336,11, 89, 37303629.5040,37.00,65.12,190.12, 2.64, 1.61, -54021.99,-14796395.4740, 39486914.3975,  1007809.9975
311336,11, 93, 36845919.6810,25.00,74.44,110.56, 2.49, 1.54, -88312.47,-24225811.2065, 31982210.5591, 12391074.7414
311336,11, 96, 36844684.2050,24.00,74.91,340.77, 2.49, 1.53,   5076.05,-11377043.3919, 32841599.3407, 23740971.6753
311336,11, 99, 37711435.4210,23.00,58.69,247.57, 2.81, 1.70, -53426.23,   643440.0993, 41602577.0313,  7586999.4661
311337,11,  1, 21120054.2310,33.00,74.55, 57.07, 2.49, 1.54,  -7896.30,-13447132.0909, 18928804.3290, 12492222.0619
311337,11,  7, 21402734.2870,44.00,61.92,217.79, 2.72, 1.65,  73033.24, -5072866.4511, 25743634.8177,  2221825.1133
311337,11,  9, 26040566.6920,26.00, 4.99,200.49,23.65, 4.54, 149169.66,  1113166.8667, 19006261.9611,-18552914.2193
311337,11, 11, 21576517.2710,36.00,62.44, 21.12, 2.71, 1.65,-220437.89,-11012154.9070, 16208815.5737, 17429446.0173
311337,11, 17, 24600816.8460,11.00,22.65,273.19, 6.19, 3.08, -38026.07, 14174399.9741, 21557772.9759,  6984578.8252
311337,11, 30, 21714886.5740,26.00,59.39,276.96, 2.79, 1.69,  32301.74,   584533.5792, 24357267.8371, 10395134.1340
311337,11, 89, 37303699.7410,36.00,65.12,190.12, 2.64, 1.61, -54021.97,-14796394.4378, 39486916.1190,  1007849.4099
311337,11, 93, 36845976.6210,24.00,74.44,110.58, 2.49, 1.54, -88312.48,-24225452.9898, 31983352.3249, 12388784.5201
311337,11, 94, 37000554.5060,21.00,75.63,305.34, 2.48, 1.53,  44302.54, -8204600.5119, 36093862.2426, 20484061.4723
311337,11, 96, 36844669.2150,27.00,74.91,340.76, 2.49, 1.53,   5076.04,-11377157.2841, 32842804.1452, 23739224.8625
311337,11, 99, 37711497.4390,22.00,58.69,247.58, 2.81, 1.70, -53426.23,   644716.9575, 41602104.7064,  7589475.1983
311338, 9,  1, 21120261.1910,40.00,74.55, 57.05, 2.48, 1.54,  -7896.31,-13446971.9410, 18927178.2876, 12494857.5190
311338, 9,  7, 21403053.0500,45.00,61.91,217.77, 2.71, 1.65,  73033.23, -5073243.2175, 25743806.8967,  2218639.4767
311338, 9,  9, 26040937.1250,27.00, 4.98,200.48,23.60, 4.54, 149169.66,  1111332.6336, 19004782.4139,-18554543.8857
311338, 9, 11, 21576857.6030,39.00,62.44, 21.13, 2.70, 1.65,-220437.89,-11012819.4953, 16206557.1042, 17431061.1117
311338, 9, 30, 21714883.8170,26.00,59.39,276.94, 2.78, 1.69,  32301.74,   583866.3995, 24358454.2410, 10392375.9871
311338, 9, 89, 37303769.6290,34.00,65.12,190.12, 2.64, 1.61, -54021.95,-14796393.4014, 39486917.8406,  1007888.8171
311338, 9, 93, 36846041.2040,30.00,74.44,110.59, 2.48, 1.54, -88312.48,-24225094.6051, 31984494.0364, 12386494.2321
311338, 9, 96, 36844658.8320,26.00,74.91,340.75, 2.48, 1.53,   5076.03,-11377270.9998, 32844008.9653, 23737477.9232
311338, 9, 99, 37711556.6300,25.00,58.69,247.59, 2.80, 1.70, -53426.24,   645993.7469, 41601632.1973,  7591950.8906
311339, 9,  1, 21120474.4850,26.00,74.54, 57.03, 2.49, 1.54,  -7896.31,-13446811.8074, 18925551.9119, 12497492.7044
311339, 9,  7, 21403372.6860,46.00,61.90,217.76, 2.71, 1.65,  73033.23, -5073619.8757, 25743978.6054,  2215453.7910
311339, 9,  9, 26041303.9290,25.00, 4.98,200.48,23.62, 4.54, 149169.67,  1109498.1670, 19003302.8322,-18556173.1585
311339, 9, 11, 21577201.1630,39.00,62.43, 21.13, 2.70, 1.65,-220437.89,-11013484.2283, 16204298.4597, 17432675.8209
311339, 9, 89, 37303839.6740,40.00,65.12,190.12, 2.64, 1.61, -54021.92,-14796392.3649, 39486919.5622,  1007928.2189
311339, 9, 93, 36846105.7870,32.00,74.44,110.61, 2.49, 1.54, -88312.49,-24224736.0522, 31985635.6935, 12384203.8774
311339, 9, 94, 37000841.1780,31.00,75.63,305.37, 2.47, 1.53,  44302.56, -8202421.9331, 36091929.9123, 20488334.8718
311339, 9, 96, 36844638.2410,30.00,74.92,340.75, 2.48, 1.53,   5076.02,-11377384.5394, 32845213.8011, 23735730.8571
311339, 9, 99, 37711617.2170,25.00,58.69,247.59, 2.80, 1.70, -53426.25,   647270.4675, 41601159.5039,  7594426.5429
311340, 9,  1, 21120678.7400,37.00,74.53, 57.00, 2.49, 1.54,  -7896.31,-13446651.6901, 18923925.2020, 12500127.6179
311340, 9,  7, 21403691.8850,46.00,61.90,217.75, 2.72, 1.65,  73033.23, -5073996.4250, 25744149.9439,  2212268.0568
311340, 9,  9, 26041671.2040,25.00, 4.98,200.47,23.64, 4.54, 149169.67,  1107663.4670, 19001823.2158,-18557802.0375
311340, 9, 11, 21577543.3970,38.00,62.42, 21.13, 2.70, 1.65,-220437.90,-11014149.1058, 16202039.6403, 17434290.1447
311340, 9, 89, 37303909.8240,42.00,65.12,190.12, 2.64, 1.61, -54021.90,-14796391.3282, 39486921.2840,  1007967.6153
311340, 9, 93, 36846166.3570,28.00,74.44,110.63, 2.49, 1.54, -88312.49,-24224377.3318, 31986777.2960, 12381913.4555
311340, 9, 94, 37000985.2470,32.00,75.62,305.38, 2.47, 1.53,  44302.56, -8201332.8558, 36090963.5117, 20490471.4098
311340, 9, 96, 36844615.5040,34.00,74.92,340.74, 2.48, 1.53,   5076.01,-11377497.9030, 32846418.6525, 23733983.6640
311340, 9, 99, 37711675.3790,27.00,58.69,247.60, 2.80, 1.70, -53426.25,   648547.1186, 41600686.6264,  7596902.1558
311341,11,  1, 21120888.4740,40.00,74.53, 56.98, 2.49, 1.54,  -7896.31,-13446491.5891, 18922298.1578, 12502762.2596
311341,11,  7, 21404010.7710,45.00,61.89,217.74, 2.72, 1.65,  73033.23, -5074372.8651, 25744320.9122,  2209082.2751
311341,11,  9, 26042037.1700,25.00, 4.98,200.47,23.68, 4.54, 149169.67,  1105828.5336, 19000343.5650,-18559430.5227
311341,11, 11, 21577885.1940,37.00,62.41, 21.14, 2.71, 1.65,-220437.90,-11014814.1280, 16199780.6460, 17435904.0833
311341,11, 17, 24600177.8370,13.00,22.66,273.22, 6.19, 3.08, -38026.07, 14171559.1357, 21555889.1666,  6996773.4590
311341,11, 30, 21714877.8140,23.00,59.40,276.89, 2.79, 1.69,  32301.73,   581865.8416, 24362011.6792, 10384100.2092
311341,11, 89, 37303980.1480,39.00,65.12,190.12, 2.64, 1.61, -54021.88,-14796390.2914, 39486923.0058,  1008007.0064
311341,11, 93, 36846231.0970,33.00,74.44,110.64, 2.49, 1.54, -88312.49,-24224018.4428, 31987918.8443, 12379622.9675
311341,11, 94, 37001128.8100,32.00,75.62,305.39, 2.48, 1.53,  44302.57, -8200243.9199, 36089996.9542, 20492607.8398
311341,11, 96, 36844600.7410,32.00,74.92,340.73, 2.49, 1.53,   5076.01,-11377611.0912, 32847623.5196, 23732236.3437
311341,11, 99, 37711731.0970,26.00,58.69,247.61, 2.81, 1.70, -53426.26,   649823.7012, 41600213.5647,  7599377.7280
311342,10,  1, 21121095.3460,38.00,74.52, 56.95, 2.49, 1.54,  -7896.31,-13446331.5046, 18920670.7794, 12505396.6293
311342,10,  7, 21404329.4640,45.00,61.88,217.72, 2.72, 1.65,  73033.22, -5074749.1969, 25744491.5101,  2205896.4444
311342,10,  9, 26042405.2300,25.00, 4.97,200.46,23.66, 4.54, 149169.67,  1103993.3668, 18998863.8798,-18561058.6141
311342,10, 11, 21578227.6020,35.00,62.40, 21.14, 2.70, 1.65,-220437.90,-11015479.2953, 16197521.4762, 17437517.6369
311342,10, 17, 24600019.1790,14.00,22.66,273.23, 6.18, 3.08, -38026.06, 14170848.2026, 21555417.6350,  6999821.7532
311342,10, 89, 37304050.7690,39.00,65.12,190.12, 2.64, 1.61, -54021.86,-14796389.2551, 39486924.7274,  1008046.3922
311342,10, 93, 36846292.8880,32.00,74.44,110.66, 2.49, 1.54, -88312.50,-24223659.3857, 31989060.3381, 12377332.4129
311342,10, 94, 37001277.4330,30.00,75.62,305.40, 2.47, 1.53,  44302.58, -8199155.1254, 36089030.2399, 20494744.1620
311342,10, 96, 36844580.1150,32.00,74.92,340.73, 2.48, 1.53,   5076.00,-11377724.1027, 32848828.4022, 23730488.8969
311342,10, 99, 37711797.7400,25.00,58.69,247.62, 2.80, 1.70, -53426.26,   651100.2149, 41599740.3189,  7601853.2602
311343,12,  1, 21121301.6250,35.00,74.52, 56.93, 2.49, 1.54,  -7896.31,-13446171.4365, 18919043.0668, 12508030.7270
311343,12,  7, 21404649.2920,45.00,61.88,217.71, 2.72, 1.65,  73033.22, -5075125.4196, 25744661.7379,  2202710.5663
311343,12,  9, 26042773.9180,26.00, 4.97,200.46,23.68, 4.54, 149169.67,  1102157.9667, 18997384.1602,-18562686.3117
311343,12, 11, 21578570.1850,37.00,62.40, 21.15, 2.70, 1.65,-220437.90,-11016144.6069, 16195262.1324, 17439130.8048
311343,12, 17, 24599859.6320,13.00,22.67,273.24, 6.18, 3.08, -38026.06, 14170136.9807, 21554945.8717,  7002869.9004
311343,12, 30, 21714869.2460,29.00,59.40,276.86, 2.78, 1.69,  32301.73,   580532.9538, 24364381.8262, 10378581.9101
311343,12, 88, 38281879.2700,27.00,47.08,236.50, 3.27, 1.96, -57977.44,  4359757.5877, 41951157.8817,  -184866.1122
311343,12, 89, 37304121.0940,37.00,65.12,190.12, 2.64, 1.61, -54021.84,-14796388.2179, 39486926.4494,  1008085.7726
311343,12, 93, 36846358.9370,27.00,74.44,110.67, 2.49, 1.54, -88312.50,-24223300.1606, 31990201.7774, 12375041.7916
311343,12, 94, 37001422.5670,28.00,75.61,305.41, 2.48, 1.53,  44302.58, -8198066.4720, 36088063.3690, 20496880.3758
311343,12, 96, 36844565.7880,33.00,74.93,340.72, 2.48, 1.53,   5075.99,-11377836.9382, 32850033.3003, 23728741.3232
311343,12, 99, 37711855.9190,25.00,58.69,247.63, 2.81, 1.70, -53426.27,   652376.6595, 41599266.8889,  7604328.7523
311344,10,  1, 21121518.4440,32.00,74.51, 56.91, 2.49, 1.54,  -7896.31,-13446011.3849, 18917415.0200, 12510664.5526
311344,10,  7, 21404969.2760,45.00,61.87,217.70, 2.73, 1.65,  73033.22, -5075501.5343, 25744831.5952,  2199524.6393
311344,10, 11, 21578912.6450,39.00,62.39, 21.15, 2.71, 1.65,-220437.90,-11016810.0631, 16193002.6138, 17440743.5872
311344,10, 17, 24599702.6500,13.00,22.67,273.24, 6.20, 3.08, -38026.06, 14169425.4696, 21554473.8768,  7005917.9015
311344,10, 30, 21714871.9160,29.00,59.40,276.84, 2.79, 1.69,  32301.73,   579866.7551, 24365566.4560, 10375822.4266
311344,10, 89, 37304191.6450,40.00,65.12,190.12, 2.65, 1.61, -54021.82,-14796387.1806, 39486928.1714,  1008125.1476
311344,10, 93, 36846420.7110,31.00,74.44,110.69, 2.50, 1.54, -88312.51,-24222940.7674, 31991343.1621, 12372751.1037
311344,10, 94, 37001570.2310,28.00,75.61,305.42, 2.48, 1.53,  44302.59, -8196977.9604, 36087096.3409, 20499016.4821
311344,10, 96, 36844544.2890,29.00,74.93,340.71, 2.49, 1.53,   5075.98,-11377949.5977, 32851238.2140, 23726993.6227
311344,10, 99, 37711921.2350,25.00,58.69,247.64, 2.81, 1.70, -53426.28,   653653.0351, 41598793.2748,  7606804.2044
311345,11,  1, 21121729.3300,35.00,74.50, 56.88, 2.49, 1.54,  -7896.31,-13445851.3499, 18915786.6391, 12513298.1062
311345,11,  7, 21405288.7900,45.00,61.86,217.69, 2.72, 1.65,  73033.22, -5075877.5398, 25745001.0823,  2196338.6651
311345,11,  9, 26043510.8930,26.00, 4.96,200.44,23.70, 4.54, 149169.67,  1098486.4672, 18994424.6185,-18565940.5247
