gps_tow(sec), total_sv, prn, pseudorange(m), snr(dB-Hz), el(deg), az(deg), err_tropo(m), err_iono(m), sat_clk_err(m), sat_pos_x(m), sat_pos_y(m), sat_pos_z(m)
311303, 8, 96, 36845260.2370,34.00,74.81,340.97, 2.49, 1.53,   5076.32,-11373186.2330, 32801849.7662, 23798545.2362
311303, 8, 99, 37709438.6270,26.00,58.68,247.29, 2.81, 1.70, -53426.01,   601265.3144, 41618060.3541,  7505277.9491
311304, 9,  1, 21113212.1410,39.00,74.75, 57.88, 2.47, 1.54,  -7896.26,-13452425.8211, 18982275.9613, 12405099.8893
311304, 9,  7, 21392267.6990,36.00,62.14,218.20, 2.70, 1.65,  73033.32, -5060371.7762, 25737748.6589,  2326923.5022
311304, 9, 11, 21565278.3020,37.00,62.70, 20.99, 2.68, 1.64,-220437.84,-10990304.5349, 16283246.5315, 17375932.0315
311304, 9, 17, 24606078.1570,27.00,22.55,272.94, 6.18, 3.09, -38026.12, 14197660.5062, 21573172.5312,  6883884.4350
311304, 9, 22, 23972526.6770,22.00,28.00,116.75, 5.06, 2.76, -82651.48,-24427242.1759, 10220970.9939, -1937580.0266
311304, 9, 93, 36843939.6220,25.00,74.45,110.07, 2.48, 1.54, -88312.33,-24237185.3349, 31945645.4988, 12464326.5355
311304, 9, 94, 36995791.5560,29.00,75.74,304.99, 2.46, 1.53,  44302.31, -8240628.5423, 36125654.9159, 20413488.1650
311304, 9, 96, 36845242.1760,34.00,74.81,340.97, 2.47, 1.53,   5076.31,-11373305.9330, 32803054.0385, 23796802.6159
311304, 9, 99, 37709493.2990,26.00,58.68,247.30, 2.79, 1.70, -53426.02,   602544.4301, 41617594.1132,  7507754.9943
311305, 9,  1, 21113417.3030,41.00,74.74, 57.86, 2.47, 1.54,  -7896.26,-13452265.1636, 18980660.9682, 12407744.2826
311305, 9,  7, 21392583.3730,36.00,62.13,218.19, 2.70, 1.65,  73033.32, -5060752.1617, 25737932.9432,  2323739.5025
311305, 9, 11, 21565616.9750,38.00,62.69, 21.00, 2.69, 1.64,-220437.84,-10990964.3582, 16280993.8685, 17377559.8174
311305, 9, 17, 24605911.6290,31.00,22.56,272.95, 6.19, 3.09, -38026.12, 14196960.2603, 21572709.6061,  6886938.0914
311305, 9, 22, 23972331.7580,22.00,28.00,116.74, 5.07, 2.76, -82651.49,-24427633.1203, 10220692.7932, -1934499.9269
311305, 9, 93, 36844003.1930,27.00,74.45,110.09, 2.48, 1.54, -88312.33,-24236832.5015, 31946788.9911, 12462038.4550
311305, 9, 94, 36995932.9730,30.00,75.73,305.00, 2.46, 1.53,  44302.32, -8239534.5305, 36124694.0203, 20415628.4718
311305, 9, 96, 36845223.5040,33.00,74.82,340.96, 2.47, 1.53,   5076.30,-11373425.4560, 32804258.3271, 23795059.8691
311305, 9, 99, 37709558.0740,25.00,58.68,247.31, 2.79, 1.70, -53426.02,   603823.4782, 41617127.6879,  7510231.9994
311306,10,  1, 21113622.3080,39.00,74.74, 57.83, 2.48, 1.54,  -7896.26,-13452104.5206, 18979045.6398, 12410388.4060
311306,10,  7, 21392899.5890,36.00,62.13,218.17, 2.70, 1.65,  73033.31, -5061132.4367, 25738116.8580,  2320555.4520
311306,10, 11, 21565955.5970,36.00,62.68, 21.00, 2.69, 1.64,-220437.84,-10991624.3257, 16278741.0287, 17379187.2193
311306,10, 17, 24605748.3470,31.00,22.56,272.95, 6.19, 3.09, -38026.12, 14196259.7255, 21572246.4475,  6889991.6048
311306,10, 22, 23972135.9840,22.00,28.01,116.74, 5.07, 2.76, -82651.49,-24428023.7151, 10220414.4857, -1931419.7853
311306,10, 88, 38279449.5010,28.00,47.08,236.49, 3.26, 1.96, -57977.14,  4359642.0874, 41951135.5577,  -187993.7837
311306,10, 93, 36844063.0300,26.00,74.45,110.10, 2.48, 1.54, -88312.34,-24236479.4998, 31947932.4298, 12459750.3073
311306,10, 94, 36996076.6230,31.00,75.73,305.01, 2.46, 1.53,  44302.33, -8238440.6593, 36123732.9670, 20417768.6711
311306,10, 96, 36845201.9530,31.00,74.82,340.96, 2.48, 1.53,   5076.30,-11373544.8029, 32805462.6323, 23793316.9952
311306,10, 99, 37709619.7080,25.00,58.68,247.31, 2.80, 1.70, -53426.03,   605102.4583, 41616661.0780,  7512708.9649
311307,10,  1, 21113827.4700,39.00,74.73, 57.81, 2.49, 1.54,  -7896.26,-13451943.8919, 18977429.9768, 12413032.2588
311307,10,  7, 21393217.5670,39.00,62.12,218.16, 2.71, 1.65,  73033.31, -5061512.6003, 25738300.4033,  2317371.3524
311307,10, 11, 21566294.1310,34.00,62.68, 21.00, 2.70, 1.64,-220437.84,-10992284.4374, 16276488.0121, 17380814.2372
311307,10, 17, 24605586.3400,26.00,22.56,272.96, 6.21, 3.09, -38026.12, 14195558.9033, 21571783.0551,  6893044.9728
311307,10, 22, 23971937.1740,22.00,28.01,116.73, 5.09, 2.76, -82651.49,-24428413.9599, 10220136.0723, -1928339.6032
311307,10, 90, 39399820.5590,29.00,33.23,109.46, 4.37, 2.49,-109150.63,-39637720.5580, 14428772.5626,   504220.9938
311307,10, 93, 36844124.0180,32.00,74.45,110.12, 2.49, 1.54, -88312.34,-24236126.3293, 31949075.8151, 12457462.0932
311307,10, 94, 36996220.0110,29.00,75.73,305.02, 2.48, 1.53,  44302.33, -8237346.9283, 36122771.7566, 20419908.7623
311307,10, 96, 36845184.2240,30.00,74.82,340.95, 2.49, 1.53,   5076.29,-11373663.9734, 32806666.9539, 23791573.9945
311307,10, 99, 37709679.3880,23.00,58.69,247.32, 2.81, 1.70, -53426.04,   606381.3708, 41616194.2838,  7515185.8902
311308,10,  1, 21114032.7550,36.00,74.73, 57.78, 2.49, 1.54,  -7896.27,-13451783.2781, 18975813.9780, 12415675.8423
311308,10,  7, 21393534.4800,37.00,62.11,218.15, 2.71, 1.65,  73033.31, -5061892.6547, 25738483.5790,  2314187.2007
311308,10, 11, 21566633.3980,37.00,62.67, 21.01, 2.70, 1.64,-220437.85,-10992944.6932, 16274234.8187, 17382440.8710
311308,10, 17, 24605431.1370,25.00,22.56,272.97, 6.21, 3.09, -38026.11, 14194857.7921, 21571319.4295,  6896098.1975
311308,10, 22, 23971734.4720,23.00,28.01,116.72, 5.09, 2.76, -82651.50,-24428803.8551, 10219857.5519, -1925259.3793
311308,10, 90, 39399891.5640,29.00,33.23,109.46, 4.36, 2.49,-109150.62,-39637718.4933, 14428774.7467,   504209.1441
311308,10, 93, 36844181.6390,32.00,74.45,110.13, 2.49, 1.54, -88312.35,-24235772.9909, 31950219.1466, 12455173.8114
311308,10, 94, 36996362.6490,29.00,75.72,305.03, 2.47, 1.53,  44302.34, -8236253.3384, 36121810.3881, 20422048.7466
311308,10, 96, 36845168.7100,29.00,74.82,340.94, 2.48, 1.53,   5076.28,-11373782.9690, 32807871.2921, 23789830.8658
311308,10, 99, 37709738.9110,22.00,58.69,247.33, 2.81, 1.70, -53426.04,   607660.2144, 41615727.3048,  7517662.7771
311309,10,  1, 21114237.9340,34.00,74.72, 57.76, 2.49, 1.54,  -7896.27,-13451622.6791, 18974197.6441, 12418319.1557
311309,10,  7, 21393851.1140,26.00,62.11,218.14, 2.72, 1.65,  73033.31, -5062272.5983, 25738666.3851,  2311002.9992
311309,10, 11, 21566972.6300,31.00,62.66, 21.01, 2.70, 1.64,-220437.85,-10993605.0933, 16271981.4487, 17384067.1207
311309,10, 17, 24605271.2590,23.00,22.57,272.98, 6.22, 3.09, -38026.11, 14194156.3923, 21570855.5705,  6899151.2783
311309,10, 22, 23971518.8920,34.00,28.02,116.71, 5.09, 2.76, -82651.50,-24429193.4005, 10219578.9250, -1922179.1144
311309,10, 90, 39399956.6530,31.00,33.23,109.46, 4.37, 2.49,-109150.62,-39637716.4287, 14428776.9306,   504197.2917
311309,10, 93, 36844241.1960,25.00,74.45,110.15, 2.49, 1.54, -88312.35,-24235419.4847, 31951362.4244, 12452885.4620
311309,10, 94, 36996511.0640,27.00,75.72,305.04, 2.48, 1.53,  44302.35, -8235159.8891, 36120848.8621, 20424188.6233
311309,10, 96, 36845153.2500,28.00,74.83,340.94, 2.49, 1.53,   5076.27,-11373901.7882, 32809075.6467, 23788087.6104
311309,10, 99, 37709800.3700,22.00,58.69,247.34, 2.81, 1.70, -53426.05,   608938.9903, 41615260.1415,  7520139.6238
311310,10,  1, 21114443.4110,29.00,74.71, 57.73, 2.49, 1.54,  -7896.27,-13451462.0949, 18972580.9750, 12420962.1991
311310,10,  7, 21394167.0330,23.00,62.10,218.12, 2.72, 1.65,  73033.30, -5062652.4322, 25738848.8215,  2307818.7465
311310,10, 11, 21567312.4210,32.00,62.65, 21.02, 2.71, 1.64,-220437.85,-10994265.6377, 16269727.9020, 17385692.9863
311310,10, 17, 24605111.0480,21.00,22.57,272.98, 6.22, 3.09, -38026.11, 14193454.7041, 21570391.4782,  6902204.2150
311310,10, 22, 23971312.8750,30.00,28.02,116.70, 5.10, 2.76, -82651.51,-24429582.5962, 10219300.1916, -1919098.8086
311310,10, 90, 39400026.5060,29.00,33.23,109.46, 4.37, 2.49,-109150.61,-39637714.3640, 14428779.1143,   504185.4366
311310,10, 93, 36844303.9470,27.00,74.45,110.16, 2.50, 1.54, -88312.36,-24235065.8097, 31952505.6486, 12450597.0461
311310,10, 94, 36996652.4280,26.00,75.72,305.05, 2.48, 1.53,  44302.35, -8234066.5805, 36119887.1785, 20426328.3926
311310,10, 96, 36845133.8970,27.00,74.83,340.93, 2.49, 1.53,   5076.26,-11374020.4314, 32810280.0177, 23786344.2278
311310,10, 99, 37709860.8700,22.00,58.69,247.35, 2.81, 1.70, -53426.06,   610217.6981, 41614792.7937,  7522616.4308
311311, 9,  1, 21114648.8870,31.00,74.71, 57.71, 2.49, 1.54,  -7896.27,-13451301.5254, 18970963.9708, 12423604.9722
311311, 9,  7, 21394488.6410,20.00,62.09,218.11, 2.72, 1.65,  73033.30, -5063032.1554, 25739030.8884,  2304634.4442
311311, 9, 11, 21567651.9500,30.00,62.65, 21.02, 2.71, 1.64,-220437.85,-10994926.3267, 16267474.1779, 17387318.4681
311311, 9, 17, 24604952.4950,17.00,22.57,272.99, 6.22, 3.09, -38026.11, 14192752.7267, 21569927.1527,  6905257.0084
311311, 9, 90, 39400096.1850,27.00,33.23,109.46, 4.37, 2.49,-109150.61,-39637712.2994, 14428781.2978,   504173.5788
311311, 9, 93, 36844364.8660,28.00,74.45,110.18, 2.49, 1.54, -88312.36,-24234711.9663, 31953648.8191, 12448308.5632
311311, 9, 94, 36996793.4600,25.00,75.71,305.06, 2.48, 1.53,  44302.36, -8232973.4126, 36118925.3374, 20428468.0542
311311, 9, 96, 36845112.9220,26.00,74.83,340.92, 2.49, 1.53,   5076.25,-11374138.8986, 32811484.4051, 23784600.7180
311311, 9, 99, 37709921.1610,19.00,58.69,247.36, 2.81, 1.70, -53426.06,   611496.3377, 41614325.2614,  7525093.1983
311312, 8,  1, 21114852.9670,31.00,74.70, 57.68, 2.50, 1.54,  -7896.27,-13451140.9712, 18969346.6309, 12426247.4758
311312, 8,  7, 21394811.1550,16.00,62.09,218.10, 2.72, 1.65,  73033.30, -5063411.7690, 25739212.5856,  2301450.0907
311312, 8, 11, 21567989.5770,30.00,62.64, 21.02, 2.71, 1.64,-220437.85,-10995587.1595, 16265220.2781, 17388943.5653
311312, 8, 17, 24604791.3430,14.00,22.58,273.00, 6.23, 3.09, -38026.11, 14192050.4613, 21569462.5939,  6908309.6568
311312, 8, 93, 36844428.1230,27.00,74.45,110.20, 2.50, 1.54, -88312.36,-24234357.9547, 31954791.9359, 12446020.0133
311312, 8, 94, 36996938.5940,23.00,75.71,305.07, 2.48, 1.53,  44302.37, -8231880.3854, 36117963.3388, 20430607.6083
311312, 8, 96, 36845097.2340,24.00,74.84,340.92, 2.49, 1.53,   5076.25,-11374257.1905, 32812688.8089, 23782857.0807
311312, 8, 99, 37709983.2140,15.00,58.69,247.36, 2.82, 1.70, -53426.07,   612774.9092, 41613857.5446,  7527569.9260
311313, 8,  1, 21115057.3790,30.00,74.70, 57.66, 2.50, 1.54,  -7896.27,-13450980.4315, 18967728.9565, 12428889.7085
311313, 8,  7, 21395129.6220,14.00,62.08,218.09, 2.73, 1.65,  73033.30, -5063791.2719, 25739393.9131,  2298265.6878
311313, 8, 11, 21568332.1250,29.00,62.63, 21.03, 2.71, 1.64,-220437.85,-10996248.1366, 16262966.2018, 17390568.2782
311313, 8, 17, 24604632.9640,12.00,22.58,273.01, 6.24, 3.09, -38026.11, 14191347.9073, 21568997.8019,  6911362.1609
311313, 8, 93, 36844487.9080,26.00,74.45,110.21, 2.50, 1.54, -88312.37,-24234003.7748, 31955934.9989, 12443731.3964
311313, 8, 94, 36997083.2390,21.00,75.71,305.08, 2.49, 1.53,  44302.37, -8230787.4990, 36117001.1827, 20432747.0549
311313, 8, 96, 36845081.5470,21.00,74.84,340.91, 2.50, 1.53,   5076.24,-11374375.3058, 32813893.2290, 23781113.3167
311313, 8, 99, 37710044.2720,11.00,58.69,247.37, 2.82, 1.70, -53426.08,   614053.4125, 41613389.6434,  7530046.6142
311314, 7,  1, 21115267.3400,24.00,74.69, 57.63, 2.50, 1.54,  -7896.27,-13450819.9068, 18966110.9471, 12431531.6708
311314, 7,  7, 21395445.0520,11.00,62.07,218.07, 2.73, 1.65,  73033.29, -5064170.6654, 25739574.8709,  2295081.2340
311314, 7, 11, 21568675.7370,28.00,62.62, 21.03, 2.71, 1.64,-220437.85,-10996909.2580, 16260711.9491, 17392192.6069
311314, 7, 17, 24604473.8710,12.00,22.58,273.01, 6.24, 3.09, -38026.11, 14190645.0647, 21568532.7767,  6914414.5208
311314, 7, 93, 36844548.5120,24.00,74.45,110.23, 2.50, 1.54, -88312.37,-24233649.4266, 31957078.0082, 12441442.7125
311314, 7, 94, 36997228.3720,20.00,75.70,305.10, 2.49, 1.53,  44302.38, -8229694.7534, 36116038.8691, 20434886.3938
311314, 7, 96, 36845065.3000,19.00,74.84,340.90, 2.50, 1.53,   5076.23,-11374493.2452, 32815097.6654, 23779369.4255
311315, 6,  1, 21115468.8730,22.00,74.68, 57.61, 2.48, 1.54,  -7896.28,-13450659.3972, 18964492.6028, 12434173.3628
311315, 6, 11, 21569012.2820,26.00,62.61, 21.04, 2.70, 1.64,-220437.86,-10997570.5242, 16258457.5193, 17393816.5516
311315, 6, 17, 24604317.0810,11.00,22.58,273.02, 6.20, 3.09, -38026.10, 14189941.9330, 21568067.5187,  6917466.7369
311315, 6, 93, 36844609.5360,21.00,74.45,110.24, 2.49, 1.54, -88312.38,-24233294.9101, 31958220.9637, 12439153.9616
311315, 6, 94, 36997374.4830,17.00,75.70,305.11, 2.47, 1.53,  44302.39, -8228602.1486, 36115076.3981, 20437025.6252
311315, 6, 96, 36845045.4420,16.00,74.84,340.90, 2.48, 1.53,   5076.22,-11374611.0086, 32816302.1180, 23777625.4073
311316, 5,  1, 21115674.5580,22.00,74.68, 57.59, 2.45, 1.54,  -7896.28,-13450498.9032, 18962873.9222, 12436814.7855
311316, 5, 11, 21569352.1250,25.00,62.61, 21.04, 2.66, 1.64,-220437.86,-10998231.9351, 16256202.9125, 17395440.1123
311316, 5, 93, 36844671.3970,18.00,74.45,110.26, 2.46, 1.54, -88312.38,-24232940.2267, 31959363.8649, 12436865.1422
311316, 5, 94, 36997519.1970,15.00,75.70,305.12, 2.44, 1.53,  44302.40, -8227509.6853, 36114113.7689, 20439164.7500
311316, 5, 96, 36845027.2590,13.00,74.85,340.89, 2.45, 1.53,   5076.21,-11374728.5979, 32817506.5872, 23775881.2607
311317, 5,  1, 21115881.3430,22.00,74.67, 57.56, 2.48, 1.54,  -7896.28,-13450338.4232, 18961254.9091, 12439455.9353
311317, 5, 11, 21569690.8510,26.00,62.60, 21.04, 2.69, 1.64,-220437.86,-10998893.4885, 16253948.1323, 17397063.2871
311317, 5, 93, 36844732.5250,19.00,74.45,110.27, 2.48, 1.54, -88312.39,-24232585.3727, 31960506.7131, 12434576.2584
311317, 5, 94, 36997660.5620,14.00,75.70,305.13, 2.47, 1.53,  44302.40, -8226417.3614, 36113150.9838, 20441303.7651
311317, 5, 96, 36845010.1400,14.00,74.85,340.89, 2.48, 1.53,   5076.20,-11374846.0081, 32818711.0722, 23774136.9890
311318, 8,  1, 21116094.1490,30.00,74.67, 57.54, 2.50, 1.54,  -7896.28,-13450177.9589, 18959635.5599, 12442096.8157
311318, 8, 11, 21570029.6290,25.00,62.59, 21.05, 2.71, 1.64,-220437.86,-10999555.1872, 16251693.1745, 17398686.0782
311318, 8, 17, 24603842.1030,11.00,22.59,273.05, 6.24, 3.09, -38026.10, 14187830.8072, 21566670.3461,  6926622.5164
311318, 8, 22, 23969729.2500,18.00,28.05,116.64, 5.11, 2.76, -82651.54,-24432683.5701, 10217066.4845, -1894454.8969
311318, 8, 93, 36844795.1710,21.00,74.45,110.29, 2.50, 1.54, -88312.39,-24232230.3514, 31961649.5070, 12432287.3067
311318, 8, 94, 36997805.4510,13.00,75.69,305.14, 2.49, 1.53,  44302.41, -8225325.1791, 36112188.0406, 20443442.6737
311318, 8, 96, 36844993.5630,16.00,74.85,340.88, 2.50, 1.53,   5076.20,-11374963.2437, 32819915.5736, 23772392.5895
311318, 8, 99, 37710349.4940,11.00,58.69,247.42, 2.82, 1.70, -53426.11,   620444.9043, 41611047.3711,  7542429.4599
311319, 8,  1, 21116298.2470,30.00,74.66, 57.51, 2.50, 1.54,  -7896.28,-13450017.5099, 18958015.8758, 12444737.4255
311319, 8,  7, 21397033.6850,16.00,62.04,218.01, 2.73, 1.65,  73033.28, -5066065.9830, 25740474.1139,  2279158.2160
311319, 8, 11, 21570374.2540,31.00,62.58, 21.05, 2.72, 1.64,-220437.86,-11000217.0307, 16249438.0399, 17400308.4852
311319, 8, 22, 23969536.6700,17.00,28.05,116.63, 5.11, 2.76, -82651.54,-24433069.6182, 10216786.7902, -1891374.2254
311319, 8, 93, 36844856.9970,25.00,74.45,110.30, 2.50, 1.54, -88312.40,-24231875.1619, 31962792.2471, 12429998.2880
311319, 8, 94, 36997950.2000,15.00,75.69,305.15, 2.49, 1.53,  44302.42, -8224233.1377, 36111224.9400, 20445581.4746
311319, 8, 96, 36844978.0490,20.00,74.86,340.87, 2.50, 1.53,   5076.19,-11375080.3032, 32821120.0912, 23770648.0629
311319, 8, 99, 37710411.2500,15.00,58.69,247.42, 2.82, 1.70, -53426.11,   621722.9977, 41610578.3634,  7544905.9098
311320, 8,  1, 21116504.7700,31.00,74.65, 57.49, 2.50, 1.54,  -7896.28,-13449857.0761, 18956395.8569, 12447377.7646
311320, 8,  7, 21397346.4800,28.00,62.03,218.00, 2.73, 1.65,  73033.28, -5066444.7168, 25740652.8532,  2275973.4633
311320, 8, 11, 21570714.8120,31.00,62.58, 21.06, 2.72, 1.64,-220437.86,-11000879.0181, 16247182.7299, 17401930.5073
311320, 8, 22, 23969339.1680,15.00,28.05,116.63, 5.11, 2.76, -82651.55,-24433455.3164, 10216506.9894, -1888293.5144
311320, 8, 93, 36844919.7660,27.00,74.45,110.32, 2.50, 1.54, -88312.40,-24231519.8041, 31963934.9333, 12427709.2025
311320, 8, 94, 36998095.7880,20.00,75.69,305.16, 2.49, 1.53,  44302.42, -8223141.2373, 36110261.6820, 20447720.1678
311320, 8, 96, 36844960.9130,22.00,74.86,340.87, 2.50, 1.53,   5076.18,-11375197.1868, 32822324.6249, 23768903.4092
311320, 8, 99, 37710473.7220,16.00,58.69,247.43, 2.82, 1.70, -53426.12,   623001.0228, 41610109.1714,  7547382.3199
311321, 9,  1, 21116710.5950,31.00,74.65, 57.46, 2.50, 1.54,  -7896.28,-13449696.6580, 18954775.5025, 12450017.8337
311321, 9,  7, 21397658.2810,26.00,62.03,217.99, 2.72, 1.65,  73033.28, -5066823.3414, 25740831.2225,  2272788.6602
311321, 9, 11, 21571055.4230,32.00,62.57, 21.06, 2.71, 1.64,-220437.87,-11001541.1499, 16244927.2439, 17403552.1449
311321, 9, 22, 23969147.3550,12.00,28.06,116.62, 5.10, 2.75, -82651.55,-24433840.6652, 10216227.0810, -1885212.7624
311321, 9, 89, 37302575.8420,32.00,65.12,190.12, 2.65, 1.61, -54022.32,-14796410.9988, 39486888.5850,  1007218.1683
311321, 9, 93, 36844980.7190,26.00,74.45,110.33, 2.50, 1.54, -88312.40,-24231164.2781, 31965077.5655, 12425420.0500
311321, 9, 94, 36998239.4550,22.00,75.68,305.17, 2.48, 1.53,  44302.43, -8222049.4778, 36109298.2667, 20449858.7534
311321, 9, 96, 36844945.6790,23.00,74.86,340.86, 2.49, 1.53,   5076.17,-11375313.8950, 32823529.1748, 23767158.6281
311321, 9, 99, 37710531.2730,20.00,58.69,247.44, 2.82, 1.70, -53426.13,   624278.9790, 41609639.7949,  7549858.6908
311322,10,  1, 21116919.3700,33.00,74.64, 57.44, 2.49, 1.54,  -7896.28,-13449536.2550, 18953154.8139, 12452657.6313
311322,10,  7, 21397965.3870,36.00,62.02,217.97, 2.72, 1.65,  73033.27, -5067201.8564, 25741009.2220,  2269603.8074
311322,10, 11, 21571395.6670,32.00,62.56, 21.06, 2.71, 1.64,-220437.87,-11002203.4261, 16242671.5819, 17405173.3979
311322,10, 17, 24603209.1490,11.00,22.61,273.08, 6.21, 3.09, -38026.09, 14185011.9301, 21564804.1897,  6938828.1980
311322,10, 22, 23968954.5310,12.00,28.06,116.61, 5.09, 2.75, -82651.55,-24434225.6644, 10215947.0656, -1882131.9702
311322,10, 89, 37302644.8930,33.00,65.12,190.12, 2.65, 1.61, -54022.29,-14796409.9648, 39486890.3053,  1007257.6610
311322,10, 93, 36845040.6260,26.00,74.45,110.35, 2.49, 1.54, -88312.41,-24230808.5839, 31966220.1438, 12423130.8306
311322,10, 94, 36998386.4560,21.00,75.68,305.18, 2.48, 1.53,  44302.44, -8220957.8592, 36108334.6941, 20451997.2313
311322,10, 96, 36844927.7230,24.00,74.87,340.85, 2.49, 1.53,   5076.16,-11375430.4266, 32824733.7408, 23765413.7203
311322,10, 99, 37710591.5110,21.00,58.69,247.45, 2.81, 1.70, -53426.13,   625556.8672, 41609170.2341,  7552335.0214
311323,11,  1, 21117129.2080,36.00,74.64, 57.41, 2.49, 1.54,  -7896.29,-13449375.8674, 18951533.7906, 12455297.1580
311323,11,  7, 21398283.2430,39.00,62.01,217.96, 2.72, 1.65,  73033.27, -5067580.2612, 25741186.8517,  2266418.9058
311323,11, 11, 21571739.6460,33.00,62.55, 21.07, 2.71, 1.64,-220437.87,-11002865.8467, 16240415.7441, 17406794.2662
311323,11, 17, 24603050.6660,14.00,22.61,273.08, 6.22, 3.09, -38026.09, 14184306.4890, 21564337.0688,  6941879.2561
311323,11, 22, 23968764.3060,10.00,28.06,116.60, 5.09, 2.75, -82651.56,-24434610.3137, 10215666.9435, -1879051.1387
311323,11, 30, 21714945.4860,21.00,59.37,277.19, 2.80, 1.69,  32301.76,   593891.2906, 24340627.1716, 10433724.7522
311323,11, 89, 37302715.1990,34.00,65.12,190.12, 2.65, 1.61, -54022.27,-14796408.9308, 39486892.0257,  1007297.1484
311323,11, 93, 36845104.0400,26.00,74.45,110.36, 2.50, 1.54, -88312.41,-24230452.7215, 31967362.6681, 12420841.5443
311323,11, 94, 36998531.2400,19.00,75.68,305.19, 2.48, 1.53,  44302.44, -8219866.3816, 36107370.9643, 20454135.6016
311323,11, 96, 36844909.1560,24.00,74.87,340.85, 2.49, 1.53,   5076.15,-11375546.7822, 32825938.3228, 23763668.6855
311323,11, 99, 37710651.5920,19.00,58.69,247.46, 2.82, 1.70, -53426.14,   626834.6869, 41608700.4890,  7554811.3121
311324,11,  1, 21117336.6390,37.00,74.63, 57.39, 2.49, 1.54,  -7896.29,-13449215.4953, 18949912.4326, 12457936.4139
311324,11,  7, 21398597.9050,40.00,62.01,217.95, 2.72, 1.65,  73033.27, -5067958.5570, 25741364.1114,  2263233.9540
311324,11, 11, 21572078.9830,36.00,62.54, 21.07, 2.70, 1.64,-220437.87,-11003528.4121, 16238159.7297, 17408414.7503
311324,11, 17, 24602892.0090,16.00,22.61,273.09, 6.20, 3.08, -38026.09, 14183600.7585, 21563869.7154,  6944930.1701
311324,11, 22, 23968570.8530,12.00,28.07,116.59, 5.08, 2.75, -82651.56,-24434994.6136, 10215386.7138, -1875970.2664
311324,11, 30, 21714938.2790,21.00,59.37,277.17, 2.79, 1.69,  32301.76,   593221.8173, 24341817.7089, 10430969.7323
311324,11, 89, 37302784.4940,31.00,65.12,190.12, 2.64, 1.61, -54022.25,-14796407.8966, 39486893.7461,  1007336.6304
311324,11, 93, 36845166.9130,22.00,74.45,110.38, 2.49, 1.54, -88312.42,-24230096.6913, 31968505.1382, 12418552.1906
311324,11, 94, 36998676.8800,21.00,75.67,305.20, 2.48, 1.53,  44302.45, -8218775.0451, 36106407.0771, 20456273.8641
311324,11, 96, 36844892.6480,26.00,74.87,340.84, 2.49, 1.53,   5076.15,-11375662.9618, 32827142.9209, 23761923.5236
311324,11, 99, 37710709.4920,28.00,58.69,247.47, 2.81, 1.70, -53426.15,   628112.4382, 41608230.5595,  7557287.5631
311325,11,  1, 21117542.5520,37.00,74.62, 57.37, 2.49, 1.54,  -7896.29,-13449055.1387, 18948290.7398, 12460575.3988
311325,11,  7, 21398917.6800,45.00,62.00,217.94, 2.72, 1.65,  73033.27, -5068336.7427, 25741541.0013,  2260048.9535
311325,11, 11, 21572418.2150,35.00,62.54, 21.07, 2.70, 1.64,-220437.87,-11004191.1216, 16235903.5402, 17410034.8492
311325,11, 17, 24602732.4960,15.00,22.61,273.10, 6.20, 3.08, -38026.09, 14182894.7397, 21563402.1293,  6947980.9383
311325,11, 22, 23968378.5510,16.00,28.07,116.59, 5.08, 2.75, -82651.57,-24435378.5638, 10215106.3768, -1872889.3541
311325,11, 30, 21714922.3650,27.00,59.37,277.16, 2.79, 1.69,  32301.75,   592552.5081, 24343007.9513, 10428214.4886
311325,11, 89, 37302856.5990,35.00,65.12,190.12, 2.65, 1.61, -54022.23,-14796406.8622, 39486895.4666,  1007376.1070
311325,11, 93, 36845233.2060,20.00,74.45,110.39, 2.49, 1.54, -88312.42,-24229740.4924, 31969647.5544, 12416262.7707
311325,11, 94, 36998822.2750,23.00,75.67,305.22, 2.48, 1.53,  44302.46, -8217683.8495, 36105443.0327, 20458412.0190
311325,11, 96, 36844874.2900,28.00,74.87,340.84, 2.49, 1.53,   5076.14,-11375778.9661, 32828347.5351, 23760178.2343
311325,11, 99, 37710770.3060,25.00,58.69,247.48, 2.81, 1.70, -53426.15,   629390.1209, 41607760.4458,  7559763.7742
311326, 9,  1, 21117752.7400,41.00,74.62, 57.34, 2.49, 1.54,  -7896.29,-13448894.7977, 18946668.7123, 12463214.1126
311326, 9,  7, 21399235.6580,42.00,61.99,217.92, 2.72, 1.65,  73033.26, -5068714.8196, 25741717.5211,  2256863.9030
311326, 9, 11, 21572759.3500,33.00,62.53, 21.08, 2.71, 1.65,-220437.87,-11004853.9755, 16233647.1749, 17411654.5635
311326, 9, 17, 24602572.1460,15.00,22.62,273.11, 6.20, 3.08, -38026.09, 14182188.4320, 21562934.3107,  6951031.5614
311326, 9, 89, 37302927.9180,28.00,65.12,190.12, 2.65, 1.61, -54022.21,-14796405.8277, 39486897.1872,  1007415.5784
311326, 9, 93, 36845290.2690,21.00,74.45,110.41, 2.49, 1.54, -88312.43,-24229384.1254, 31970789.9166, 12413973.2838
311326, 9, 94, 36998965.8730,25.00,75.67,305.23, 2.48, 1.53,  44302.47, -8216592.7950, 36104478.8311, 20460550.0661
311326, 9, 96, 36844856.6130,24.00,74.88,340.83, 2.49, 1.53,   5076.13,-11375894.7938, 32829552.1652, 23758432.8184
